id,cid,tp,onstop,offstop,ridestart,ridedis,ridetime,fair,transcount,onx,ony,offx,offy,hours,hoursend,dis,function1,function2,EXTRA
3,9.00E+15,1,STN Ang Mo Kio,STN Boon Lay,74486,31.9,54.6,1.85,0,372000.18,151458.95,355986.45,148020.35,6.90,6.90,4,872,773,11.05
6,8.89E+15,1,STN Tampines,STN City Hall,66897,15.7,28.62,1.49,0,382656.24,149583.11,372304.44,142970.99,6.19,6.20,2,863,764,11.05
8,9.00E+15,1,STN Bugis,STN Orchard,45349,3.8,8.57,0.81,0,372752.11,143794.74,370110.15,144193.88,4.20,4.20,0,841,742,11.05
10,2.00E+15,3,STN Raffles Place,STN Commonwealth,68114,7.5,27.18,0.86,0,372219.63,141941.89,366297,144004.03,6.31,6.31,1,464,164,11.05
12,9.00E+15,1,STN Lakeside,STN Tampines,64399,34.8,62.6,1.88,0,357675.78,148616.17,382656.24,149583.11,5.96,5.97,4,863,764,11.05
16,9.00E+15,1,STN Chinese Garden,STN Paya Lebar,30294,23.5,48.6,1.75,0,358994.87,148409.66,376841.28,145716.07,2.81,2.81,3,831,731,11.05
19,2.00E+15,1,STN Yew Tee,STN Woodlands,29583,7.3,13.17,1.15,0,360640.21,154510.6,364998.09,158878.26,2.74,2.74,0,827,727,11.05
21,2.00E+15,2,STN Pioneer,STN Boon Lay,73310,1,7.5,0.36,0,355045.4,147858.31,355986.45,148020.35,6.79,6.79,0,667,468,11.05
22,8.99E+15,1,STN Pioneer,STN Bugis,30746,22.8,48.82,1.73,0,355045.4,147858.31,372752.11,143794.74,2.85,2.85,3,831,732,11.05
26,2.00E+15,1,STN Woodlands,STN Yishun,53081,7.3,18.85,1.15,0,364998.09,158878.26,370416.01,158031.8,4.91,4.92,0,849,749,11.05
29,9.00E+15,1,STN Joo Koon,STN Boon Lay,65011,3.6,14.13,0.81,0,352975.13,146794.72,355986.45,148020.35,6.02,6.02,0,860,760,11.05
30,9.00E+15,1,STN Orchard,STN Lakeside,52072,21.1,43.43,1.67,0,370110.15,144193.88,357675.78,148616.17,4.82,4.83,2,850,750,11.05
31,9.00E+15,1,STN Raffles Place,STN Boon Lay,68243,19.8,52.63,1.64,0,372219.63,141941.89,355986.45,148020.35,6.32,6.32,2,865,765,11.05
32,2.00E+15,1,STN Little India,STN Chinatown,30980,2.9,7.85,0.86,0,372038.54,144517.86,371320.06,141998.55,2.87,2.87,0,828,729,11.05
33,9.00E+15,1,STN Tampines,STN Lakeside,30303,34.8,62.2,1.88,0,382656.24,149583.11,357675.78,148616.17,2.81,2.81,4,832,732,11.05
40,9.00E+15,1,STN Buangkok,STN Harbour Front,27772,16.5,31.18,1.78,0,376818.33,152829.22,368781.52,139885.86,2.57,2.57,2,827,728,11.05
41,9.00E+15,1,STN Boon Keng,STN Tanjong Pagar,26319,6.6,18.7,1.24,0,373387.18,145882.68,371579.46,141114.03,2.44,2.44,0,824,724,11.05
44,9.00E+15,1,STN Harbour Front,STN Chinatown,67796,3.4,8.05,0.96,0,368781.52,139885.86,371320.06,141998.55,6.28,6.28,0,862,763,11.05
46,9.00E+15,1,STN Aljunied,STN City Hall,57017,4.6,11.95,0.91,0,375728.31,145534.37,372304.44,142970.99,5.28,5.28,0,852,753,11.05
52,8.89E+15,1,STN Bugis,STN Tampines,31603,14.8,23.47,1.45,0,372752.11,143794.74,382656.24,149583.11,2.93,2.93,2,831,731,11.05
54,8.89E+15,1,STN Jurong East,STN Buona Vista,44208,6.6,13.4,1.09,0,360037.84,147517.21,365348.22,144541.01,4.09,4.09,0,840,741,11.05
58,8.89E+15,1,STN Hougang,STN Tai Seng,29854,6,19.6,1.16,0,376784.52,151557.41,376281.38,147677.94,2.76,2.77,0,827,728,11.05
59,2.00E+15,1,STN Yishun,STN Boon Lay,29831,27.3,40.02,1.81,0,370416.01,158031.8,355986.45,148020.35,2.76,2.77,3,830,731,11.05
62,2.00E+15,1,STN Dhoby Ghaut,STN Yishun,77246,17.8,31.88,1.57,0,371602.6,143563.1,370416.01,158031.8,7.15,7.16,2,873,774,11.05
66,9.00E+15,1,STN Orchard,STN City Hall,43525,2.8,8.07,0.71,0,370110.15,144193.88,372304.44,142970.99,4.03,4.03,0,840,740,11.05
67,8.89E+15,1,STN Clementi,STN Dover,55866,1.7,9.55,0.71,0,362627.84,145414.63,364120.22,144973,5.17,5.17,0,851,752,11.05
72,2.00E+15,1,STN Yew Tee,STN Jurong East,70134,8,13.48,1.15,0,360640.21,154510.6,360037.84,147517.21,6.49,6.50,1,865,766,11.05
74,9.00E+15,1,STN Tanjong Pagar,STN Boon Keng,70010,6.6,18.4,1.24,0,371579.46,141114.03,373387.18,145882.68,6.48,6.48,0,864,765,11.05
75,2.00E+15,2,STN Pasir Ris,STN Bedok,34435,8.2,17.97,0.58,0,383134.16,151730.43,380964.37,146371.96,3.19,3.19,1,632,433,11.05
78,2.00E+15,2,STN Orchard,STN Woodlands,58263,23.2,39.83,0.58,0,370110.15,144193.88,364998.09,158878.26,5.39,5.40,3,656,457,11.05
81,9.00E+15,1,STN Boon Lay,STN Jurong East,73357,4.7,13.77,0.91,0,355986.45,148020.35,360037.84,147517.21,6.79,6.79,0,867,768,11.05
82,8.89E+15,1,STN Dover,STN Buona Vista,58278,1.4,4.23,0.71,0,364120.22,144973,365348.22,144541.01,5.40,5.40,0,853,754,11.05
84,9.00E+15,1,STN Tongkang,STN Dhoby Ghaut,27439,13.7,41.88,1.66,0,376084.17,153587.35,371602.6,143563.1,2.54,2.54,1,826,726,11.05
88,2.00E+15,2,STN Boon Lay,STN Pioneer,76041,1,4.5,0.36,0,355986.45,148020.35,355045.4,147858.31,7.04,7.04,0,670,470,11.05
89,8.89E+15,1,STN Tai Seng,STN Hougang,57274,6,23.9,1.16,0,376281.38,147677.94,376784.52,151557.41,5.30,5.31,0,853,753,11.05
93,9.00E+15,1,STN Admiralty,STN Novena,23712,19.2,34.68,1.61,0,366606.08,159274.97,371373.98,145935.66,2.20,2.20,2,823,724,11.05
95,9.00E+15,1,STN Bugis,STN Sembawang,60333,22.9,49.85,1.73,0,372752.11,143794.74,368744.83,160195.32,5.59,5.59,3,858,759,11.05
96,2.00E+15,1,STN Woodlands,STN Orchard,34238,23.2,38.3,1.73,0,364998.09,158878.26,370110.15,144193.88,3.17,3.17,3,834,735,11.05
97,9.00E+15,1,STN Paya Lebar,STN Bedok,79250,4.2,9.32,0.81,0,376841.28,145716.07,380964.37,146371.96,7.34,7.34,0,873,773,11.05
102,9.00E+15,1,STN Bedok,STN Paya Lebar,33562,4.2,9.93,0.81,0,380964.37,146371.96,376841.28,145716.07,3.11,3.11,0,831,731,11.05
103,9.00E+15,1,STN Outram Park,STN Orchard,70588,6,18.3,1.01,0,370829.62,141653.96,370110.15,144193.88,6.54,6.54,0,865,765,11.05
105,9.00E+15,1,STN City Hall,STN Orchard,50181,2.8,6.85,0.71,0,372304.44,142970.99,370110.15,144193.88,4.65,4.65,0,846,746,11.05
106,9.00E+15,1,STN Joo Koon,STN Orchard,29650,27.2,61,1.8,0,352975.13,146794.72,370110.15,144193.88,2.75,2.75,3,830,731,11.05
115,2.00E+15,1,STN Raffles Place,STN Yew Tee,73731,23.1,59.77,1.73,0,372219.63,141941.89,360640.21,154510.6,6.83,6.83,3,871,771,11.05
116,2.00E+15,1,STN Choa Chu Kang,STN Yew Tee,74391,1.4,5.2,0.71,0,360294.68,153174.71,360640.21,154510.6,6.89,6.89,0,868,769,11.05
117,9.00E+15,1,STN Paya Lebar,STN Tiong Bahru,66062,10.5,22.5,1.29,0,376841.28,145716.07,369493.29,142180.82,6.12,6.12,1,862,762,11.05
122,9.00E+15,1,STN Chinatown,STN Clarke Quay,78210,0.6,2.38,0.76,0,371320.06,141998.55,371696.33,142444.7,7.24,7.24,0,872,772,11.05
125,9.00E+15,1,STN Bukit Batok,STN Joo Koon,71474,10.4,24.12,1.29,0,360869.84,149118.51,352975.13,146794.72,6.62,6.62,1,867,767,11.05
128,9.00E+15,1,STN Novena,STN Admiralty,70754,19.2,27.45,1.61,0,371373.98,145935.66,366606.08,159274.97,6.55,6.55,2,867,768,11.05
130,2.00E+15,1,STN Yew Tee,STN Raffles Place,36358,23.1,39.15,1.73,0,360640.21,154510.6,372219.63,141941.89,3.37,3.37,3,836,737,11.05
133,9.00E+15,1,STN Orchard,STN Outram Park,79760,6,13.68,1.01,0,370110.15,144193.88,370829.62,141653.96,7.39,7.39,0,873,774,11.05
135,2.00E+15,1,STN Jurong East,STN Choa Chu Kang,72452,6.6,13.2,1.09,0,360037.84,147517.21,360294.68,153174.71,6.71,6.71,0,867,767,11.05
136,9.00E+15,1,STN Harbour Front,STN Chinatown,57272,3.4,10.8,0.96,0,368781.52,139885.86,371320.06,141998.55,5.30,5.30,0,853,753,11.05
137,9.00E+15,1,STN Bishan,STN Fernvale,66822,11,53.92,1.54,0,371858.3,149331.54,374971.34,153880.73,6.19,6.19,1,862,763,11.05
139,2.00E+15,2,STN Woodlands,STN Dhoby Ghaut,30217,25.1,46.52,0.58,0,364998.09,158878.26,371602.6,143563.1,2.80,2.80,3,630,431,11.05
142,9.00E+15,1,STN City Hall,STN Aljunied,59609,4.6,12.17,0.91,0,372304.44,142970.99,375728.31,145534.37,5.52,5.52,0,855,755,11.05
145,2.00E+15,1,STN Pioneer,STN Dhoby Ghaut,62007,22.8,40.83,1.73,0,355045.4,147858.31,371602.6,143563.1,5.74,5.75,3,860,760,11.05
147,9.00E+15,1,STN Aljunied,STN Chinatown,46836,8.5,26.18,1.26,0,375728.31,145534.37,371320.06,141998.55,4.34,4.34,1,844,744,11.05
151,9.00E+15,1,STN Chinatown,STN Harbour Front,61515,3.4,7.9,0.96,0,371320.06,141998.55,368781.52,139885.86,5.70,5.70,0,856,757,11.05
158,8.89E+15,1,STN Jurong East,STN Clementi,52730,3.5,13.72,0.81,0,360037.84,147517.21,362627.84,145414.63,4.88,4.88,0,848,749,11.05
163,2.00E+15,3,STN Bedok,STN Promenade,25466,9.4,26.73,1.4,0,380964.37,146371.96,373288.61,142958.39,2.36,2.36,1,424,125,11.05
169,9.00E+15,1,STN Outram Park,STN Hougang,55715,12.6,27.33,1.62,0,370829.62,141653.96,376784.52,151557.41,5.16,5.16,1,852,753,11.05
170,8.89E+15,1,STN Bukit Panjang,STN Boon Lay,32414,14,35.88,1.41,0,362448.76,152358.78,355986.45,148020.35,3.00,3.00,1,831,731,11.05
171,9.00E+15,1,STN Meridian,STN Outram Park,26957,18,39.07,1.82,0,378663.53,154430.98,370829.62,141653.96,2.50,2.50,2,826,727,11.05
172,9.00E+15,1,STN Lakeside,STN Orchard,42374,21.1,38.02,1.67,0,357675.78,148616.17,370110.15,144193.88,3.92,3.93,2,841,741,11.05
174,9.00E+15,1,STN Dhoby Ghaut,STN Tongkang,73149,13.7,35.9,1.66,0,371602.6,143563.1,376084.17,153587.35,6.77,6.78,1,868,769,11.05
175,9.00E+15,1,STN Outram Park,STN Meridian,68004,18,39.62,1.82,0,370829.62,141653.96,378663.53,154430.98,6.30,6.30,2,864,765,11.05
176,8.99E+15,1,STN Jurong East,STN Boon Lay,79211,4.7,13.58,0.91,0,360037.84,147517.21,355986.45,148020.35,7.33,7.34,0,873,773,11.05
179,9.00E+15,1,STN Aljunied,STN City Hall,76056,4.6,12.1,0.91,0,375728.31,145534.37,372304.44,142970.99,7.04,7.04,0,870,770,11.05
180,9.00E+15,1,STN Orchard,STN Eunos,69005,9.7,21.08,1.25,0,370110.15,144193.88,377967.94,145896.32,6.39,6.39,1,864,765,11.05
181,2.00E+15,2,STN Dhoby Ghaut,STN Somerset,55146,0.8,9.7,0.36,0,371602.6,143563.1,370778.35,143735.66,5.11,5.11,0,651,451,11.05
182,2.00E+15,3,STN Promenade,STN Bedok,66737,9.4,24.13,0.97,0,373288.61,142958.39,380964.37,146371.96,6.18,6.18,1,462,163,11.05
184,9.00E+15,1,STN Boon Lay,STN Raffles Place,33902,19.8,33.33,1.64,0,355986.45,148020.35,372219.63,141941.89,3.14,3.14,2,833,733,11.05
186,9.00E+15,1,STN Tiong Bahru,STN Chinese Garden,77046,13,22.38,1.37,0,369493.29,142180.82,358994.87,148409.66,7.13,7.14,1,872,772,11.05
188,9.00E+15,1,STN Kallang,STN Tampines,48025,12.6,27.77,1.37,0,374439.48,144985.29,382656.24,149583.11,4.45,4.45,1,845,745,11.05
189,8.89E+15,1,STN Boon Lay,STN Lakeside,37934,1.8,9.25,0.71,0,355986.45,148020.35,357675.78,148616.17,3.51,3.51,0,835,735,11.05
191,2.00E+15,3,STN Buona Vista,STN Marina Bay,56101,9.5,24.25,0.86,0,365348.22,144541.01,372576.31,141075.99,5.19,5.20,1,452,153,11.05
192,9.00E+15,1,STN Clarke Quay,STN Cove,85027,16.3,39.73,1.78,0,371696.33,142444.7,378331.87,154693.14,7.87,7.88,2,880,781,11.05
193,9.00E+15,1,STN Khatib,STN Chinatown,70251,18.4,36.72,1.71,0,370166.39,156694.54,371320.06,141998.55,6.50,6.51,2,867,767,11.05
195,2.00E+15,1,STN Orchard,STN Woodlands,47845,23.2,40.35,1.73,0,370110.15,144193.88,364998.09,158878.26,4.43,4.43,3,847,747,11.05
196,9.00E+15,1,STN Admiralty,STN Toa Payoh,22546,17.7,25.15,1.57,0,366606.08,159274.97,371815.75,147333.86,2.09,2.09,2,822,723,11.05
200,9.00E+15,1,STN Tanjong Pagar,STN Paya Lebar,67316,7.9,20.12,1.15,0,371579.46,141114.03,376841.28,145716.07,6.23,6.23,1,863,763,11.05
202,8.89E+15,1,STN Lakeside,STN Chinese Garden,40118,1.4,5.8,0.71,0,357675.78,148616.17,358994.87,148409.66,3.71,3.72,0,837,737,11.05
207,9.00E+15,1,STN Bishan,STN Boon Keng,24172,6.5,20.72,1.24,0,371858.3,149331.54,373387.18,145882.68,2.24,2.24,0,822,722,11.05
209,9.00E+15,1,STN Cove,STN Clarke Quay,46018,16.3,30.5,1.78,0,378331.87,154693.14,371696.33,142444.7,4.26,4.26,2,844,745,11.05
210,9.00E+15,1,STN Orchard,STN Boon Lay,61956,23.6,43.73,1.75,0,370110.15,144193.88,355986.45,148020.35,5.74,5.74,3,860,760,11.05
214,8.99E+15,1,STN Braddell,STN Ang Mo Kio,65619,3.5,6.25,0.81,0,371530.79,148173.18,372000.18,151458.95,6.08,6.08,0,860,761,11.05
219,9.00E+15,1,STN Toa Payoh,STN Admiralty,69160,17.7,28.95,1.57,0,371815.75,147333.86,366606.08,159274.97,6.40,6.41,2,866,766,11.05
220,9.00E+15,1,STN Hougang,STN Dhoby Ghaut,48769,9.9,21.1,1.5,0,376784.52,151557.41,371602.6,143563.1,4.52,4.52,1,846,746,11.05
222,9.00E+15,1,STN Layar,STN Bishan,27163,10.5,33.23,1.54,0,375388.92,153907.62,371858.3,149331.54,2.52,2.52,1,826,726,11.05
223,8.99E+15,1,STN Admiralty,STN Tanjong Pagar,30437,26.5,52.12,1.8,0,366606.08,159274.97,371579.46,141114.03,2.82,2.82,3,831,731,11.05
225,2.00E+15,1,STN Yishun,STN Yew Tee,59641,14.6,32,1.45,0,370416.01,158031.8,360640.21,154510.6,5.52,5.53,1,856,756,11.05
227,9.00E+15,1,STN Meridian,STN Chinatown,33029,17.3,38.32,1.82,0,378663.53,154430.98,371320.06,141998.55,3.06,3.06,2,832,733,11.05
230,9.00E+15,1,STN Chinatown,STN Aljunied,68951,8.5,25.48,1.26,0,371320.06,141998.55,375728.31,145534.37,6.38,6.39,1,864,765,11.05
236,2.00E+15,1,STN Commonwealth,STN Redhill,63466,2.6,5.35,0.71,0,366297,144004.03,368357.62,142584.98,5.88,5.88,0,858,759,11.05
248,8.99E+15,1,STN Bugis,STN Pioneer,59427,22.8,39.92,1.73,0,372752.11,143794.74,355045.4,147858.31,5.50,5.51,3,858,758,11.05
249,9.00E+15,1,STN Harbour Front,STN Buangkok,69399,16.5,31.85,1.78,0,368781.52,139885.86,376818.33,152829.22,6.43,6.43,2,866,766,11.05
251,9.00E+15,1,STN Eunos,STN Orchard,55219,9.7,22.73,1.25,0,377967.94,145896.32,370110.15,144193.88,5.11,5.11,1,852,752,11.05
257,9.00E+15,1,64101,59009,41960,11,28.35,1.29,0,375014.53,151713.28,370558.65,157837.94,3.89,3.89,1,839,740,11.05
265,2.00E+15,2,53349,53399,25362,2.1,7.47,0.36,0,370247.91,150752.82,371723.18,149766.59,2.35,2.35,0,623,423,11.05
268,9.00E+15,1,52369,53229,23322,1.9,4.38,0.71,0,372364.04,148142.45,371982.14,149044.16,2.16,2.16,0,821,722,11.05
269,2.00E+15,1,27211,22529,60889,4.2,16.65,0.81,0,353213.17,149039.12,355067.06,147902.89,5.64,5.64,0,856,756,11.05
271,2.00E+15,2,59111,46779,57357,4.2,10.67,0.41,0,369717.62,158114.9,366553.65,159270.17,5.31,5.31,0,653,453,11.05
274,9.00E+15,1,71071,71091,66139,0.9,4.13,0.71,0,377382.5,147735.09,378034.02,147107.64,6.12,6.12,0,861,761,11.05
277,9.00E+15,1,7518,2049,42523,1.1,5.3,0.71,0,372279.28,143797.58,372481.92,143133.44,3.94,3.94,0,839,739,11.05
279,9.00E+15,1,96251,84049,39225,3.6,12.95,0.81,0,383334.2,148158.7,381481.97,146412.88,3.63,3.63,0,836,736,11.05
280,9.00E+15,1,95131,95061,23446,0.9,2.8,0.71,0,388737.85,153154.21,388391.13,152353.7,2.17,2.17,0,821,722,11.05
283,9.00E+15,1,84061,96259,33581,2.8,11.23,0.71,0,382358.24,146579.7,383316.31,148195.46,3.11,3.11,0,831,731,11.05
284,2.00E+15,2,92111,85041,24818,7.2,24.08,0.55,0,377998.27,144277.05,383258.29,146714.73,2.30,2.30,0,622,423,11.05
285,9.00E+15,1,11049,11519,60405,1.4,4.13,0.71,0,366441.33,143219.24,366880.2,142263.26,5.59,5.59,0,855,756,11.05
286,9.00E+15,1,95069,96161,60102,10.1,27.52,1.25,0,388362.6,152359.82,383593.34,148381.5,5.57,5.57,1,856,757,11.05
288,9.00E+15,1,80161,81149,66558,3.6,15.05,0.81,0,373449.17,143765.03,376464.03,145059.75,6.16,6.16,0,861,762,11.05
290,9.00E+15,1,46469,46009,36979,2.2,6.48,0.71,0,365929.86,159937.95,364917.56,158848.76,3.42,3.42,0,834,734,11.05
291,9.00E+15,1,59079,58011,49322,2.4,8.6,0.71,0,370419.49,158022.5,369195.71,159353.06,4.57,4.57,0,845,746,11.05
292,9.00E+15,1,59079,57131,84792,2,6.12,0.71,0,370419.49,158022.5,369318.58,158994.01,7.85,7.85,0,878,779,11.05
296,8.89E+15,1,42161,28531,80246,8.5,26.68,1.21,0,363451,148177.2,357175.55,149249.08,7.43,7.43,1,875,775,11.05
297,9.00E+15,1,81119,70271,68674,1.4,6.23,0.1,1,376737.62,145789.19,376432.59,147112.6,6.36,6.36,0,863,764,11.05
298,9.00E+15,1,1013,50229,83124,3.4,14.52,0.81,0,372430.38,143460.47,372377.11,146001.15,7.70,7.70,0,876,777,11.05
304,2.00E+15,2,46779,46869,58147,0.9,4.1,0.36,0,366553.65,159270.17,366557.71,158657.73,5.38,5.38,0,653,454,11.05
307,2.00E+15,2,46069,46611,59557,2.8,8.18,0.36,0,363090.03,159515.24,364009.3,158006.98,5.51,5.52,0,655,455,11.05
309,2.00E+15,2,46611,46009,67089,2.2,8.22,0.36,0,364009.3,158006.98,364917.56,158848.76,6.21,6.21,0,662,462,11.05
316,8.89E+15,1,70171,92169,22121,3.3,13.65,0.81,0,376006.11,146849.34,377236.01,144205.64,2.05,2.05,0,820,720,11.05
332,8.99E+15,1,28459,28229,31618,2.7,8.77,0.71,0,359184.23,148630.48,360463.64,146629.38,2.93,2.93,0,829,729,11.05
334,9.00E+15,1,22009,21241,83070,1.7,7.48,0.71,0,356012.5,148106.56,356736.21,149225.59,7.69,7.69,0,876,777,11.05
335,9.00E+15,1,28409,28229,20693,5,20.15,0.91,0,357380.94,149345.02,360463.64,146629.38,1.92,1.92,0,819,719,11.05
336,8.99E+15,1,22009,28409,32650,2.4,11.6,0.71,0,356012.5,148106.56,357380.94,149345.02,3.02,3.02,0,830,730,11.05
347,9.00E+15,1,76359,76269,43470,0.7,3.5,0.71,0,383427.15,150574,384029.97,150538.17,4.03,4.03,0,840,740,11.05
348,9.00E+15,1,84311,98091,58434,8.6,27.48,1.21,0,380662.14,147031.02,384656.4,150831.75,5.41,5.41,1,855,755,11.05
352,9.00E+15,1,98099,84319,67069,8.7,39.45,1.21,0,384665.59,150851.31,380678.84,147009.67,6.21,6.21,1,863,763,11.05
356,9.00E+15,1,54371,54009,70963,1.8,5.2,0.71,0,372698.92,150616.62,371954.55,151416.39,6.57,6.57,0,865,766,11.05
358,9.00E+15,1,53371,13159,28330,8.8,38.08,1.21,0,371381.68,150345.68,369891.55,143493.92,2.62,2.63,1,827,727,11.05
