id,cid,tp,onstop,offstop,ridestart,ridedis,ridetime,fair,transcount,onx,ony,offx,offy,hours,hoursend,dis,function1,function2,EXTRA
872,8.99E+15,1,STN City Hall,STN Woodlands,70252,26.1,120.33,4.79,2,372304.44,142970.99,364998.09,158878.26,6.50,6.52,3,868,768,11.05
873,8.99E+15,1,46009,46709,79709,1.8,12.5,4.71,2,364917.56,158848.76,363791.75,159347.46,7.38,7.38,0,873,774,11.05
887,8.99E+15,1,46799,54301,26051,15.4,32.22,1.49,4,366473.19,159843.6,373510.25,151478.94,2.41,2.42,2,826,726,11.05
888,8.99E+15,1,STN Ang Mo Kio,STN Yishun,67349,7.7,51.57,4.15,2,372000.18,151458.95,370416.01,158031.8,6.24,6.24,1,863,763,11.05
889,8.99E+15,1,STN Yishun,STN Admiralty,78406,5.6,16.9,5.01,2,370416.01,158031.8,366606.08,159274.97,7.26,7.26,0,872,773,11.05
890,2.00E+15,3,STN Commonwealth,STN Raffles Place,20311,7.5,40.9,1.05,2,366297,144004.03,372219.63,141941.89,1.88,1.88,1,419,120,11.05
891,2.00E+15,3,STN Raffles Place,10151,55977,3.4,24.38,1.61,4,372219.63,141941.89,369685.6,142144.56,5.18,5.19,0,451,152,11.05
892,2.00E+15,3,STN Tiong Bahru,STN Commonwealth,66295,3.8,21.87,4.61,2,369493.29,142180.82,366297,144004.03,6.14,6.14,0,461,161,11.05
893,9.00E+15,1,59249,STN Ang Mo Kio,30317,7.8,11.6,1.15,3,370888.65,158567.51,372000.18,151458.95,2.81,2.81,1,829,729,11.05
894,9.00E+15,1,STN Ang Mo Kio,STN Yishun,55324,7.7,38.7,3.15,2,372000.18,151458.95,370416.01,158031.8,5.12,5.13,1,852,752,11.05
895,9.00E+15,1,59009,59189,77822,1.1,11.07,3.71,2,370558.65,157837.94,371189.4,158558.88,7.21,7.21,0,872,772,11.05
899,9.00E+15,1,72011,STN Harbour Front,32898,25.8,103.05,1.94,3,378232.78,146829.36,368781.52,139885.86,3.05,3.06,3,833,734,11.05
900,9.00E+15,1,STN Harbour Front,STN Aljunied,71864,10.4,50.63,3.44,2,368781.52,139885.86,375728.31,145534.37,6.65,6.66,1,867,768,11.05
901,9.00E+15,1,STN Aljunied,STN Kallang,77931,1.4,12.07,3.71,2,375728.31,145534.37,374439.48,144985.29,7.22,7.22,0,872,772,11.05
902,9.00E+15,1,STN Admiralty,84011,28293,33.5,110.58,1.87,3,366606.08,159274.97,380105.49,146207.16,2.62,2.63,4,830,730,11.05
903,9.00E+15,1,84011,84019,44973,1.9,12.37,2.71,3,380105.49,146207.16,380132.75,146173.12,4.16,4.17,0,841,742,11.05
904,9.00E+15,1,84011,STN Tampines,67590,6.7,22.23,5.09,3,380105.49,146207.16,382656.24,149583.11,6.26,6.26,0,862,763,11.05
905,9.00E+15,1,STN Tampines,STN Simei,69777,1.4,20.7,6.71,2,382656.24,149583.11,383559.6,148487.43,6.46,6.46,0,864,765,11.05
906,9.00E+15,1,STN Simei,STN Admiralty,78493,38.7,111.7,8.92,2,383559.6,148487.43,366606.08,159274.97,7.27,7.28,5,877,778,11.05
907,9.00E+15,1,20199,STN Orchard,45605,19.5,62.97,1.64,3,360731.49,145833.38,370110.15,144193.88,4.22,4.23,2,844,744,11.05
908,9.00E+15,1,STN Orchard,STN Jurong East,62728,16.5,71.93,3.53,2,370110.15,144193.88,360037.84,147517.21,5.81,5.81,2,860,760,11.05
921,2.00E+15,2,46539,STN Khatib,24678,10.6,19.85,0.58,3,364078.89,158329.12,370166.39,156694.54,2.29,2.29,1,623,424,11.05
922,2.00E+15,2,STN Khatib,46549,67766,9.5,51.85,2.58,3,370166.39,156694.54,364423.14,158436.38,6.27,6.28,1,663,464,11.05
923,9.00E+15,1,77281,STN Boon Keng,27521,13.4,51.43,1.56,3,381661.59,152377.28,373387.18,145882.68,2.55,2.55,1,826,727,11.05
924,9.00E+15,1,STN Boon Keng,77289,65168,13.8,43.9,3.56,3,373387.18,145882.68,381643.36,152419.78,6.03,6.04,1,861,761,11.05
925,9.00E+15,1,STN Outram Park,43619,65055,16.5,74.25,1.53,3,370829.62,141653.96,361893.44,148582.01,6.02,6.03,2,862,762,11.05
926,8.89E+15,1,46419,STN Raffles Place,33434,28.6,60.43,1.82,3,365843.11,159588.09,372219.63,141941.89,3.10,3.10,3,833,734,11.05
927,8.89E+15,1,STN Raffles Place,STN Eunos,67055,7.9,37.6,3.15,2,372219.63,141941.89,377967.94,145896.32,6.21,6.21,1,863,763,11.05
928,9.00E+15,1,STN Bukit Gombak,44551,60439,5.1,23.28,0.91,3,361138.68,150231.35,359655.74,152114.09,5.60,5.60,0,855,756,11.05
929,9.00E+15,1,84049,STN City Hall,32463,10.7,23.35,1.29,3,381481.97,146412.88,372304.44,142970.99,3.01,3.01,1,831,731,11.05
930,9.00E+15,1,STN Bugis,STN Bedok,70110,9,47.67,3.21,2,372752.11,143794.74,380964.37,146371.96,6.49,6.50,1,865,766,11.05
931,9.00E+15,1,11061,53021,29934,7.7,22.48,1.15,3,366626.57,144014.8,370572.1,149203.13,2.77,2.77,1,828,729,11.05
932,9.00E+15,1,53059,11079,65897,8.3,40.85,3.21,3,369979.84,149841.31,366700.78,144322.5,6.10,6.11,1,862,762,11.05
935,9.00E+15,1,43259,84011,64194,29.7,68.62,1.83,4,362343.01,150088.08,380105.49,146207.16,5.94,5.95,4,863,764,11.05
939,9.00E+15,1,14041,1112,36912,6.9,60.3,1.09,3,367888.92,140766.48,372642.93,143720.57,3.42,3.42,0,834,734,11.05
940,9.00E+15,1,7518,14041,67000,8.9,74.97,3.21,2,372279.28,143797.58,367888.92,140766.48,6.20,6.21,1,863,763,11.05
941,9.00E+15,1,16231,46088,27686,28.5,75.35,1.8,4,364102.73,142221.5,363294.37,159409.31,2.56,2.57,3,828,729,11.05
942,9.00E+15,1,46088,17039,65092,19.6,45.58,4.64,4,363294.37,159409.31,362715.59,143886.66,6.03,6.03,2,862,762,11.05
943,9.00E+15,1,54641,STN Toa Payoh,66246,8,45.65,1.15,3,373690.03,152078.02,371815.75,147333.86,6.13,6.14,1,862,762,11.05
944,9.00E+15,1,52009,60221,72107,3.8,33.83,2.81,2,371758.01,147278.12,374349.18,146187.19,6.68,6.68,0,866,767,11.05
945,2.00E+15,3,84391,5039,37189,17.2,77.65,0.86,4,380344.42,147334.39,371227.25,141832.58,3.44,3.45,2,436,137,11.05
946,2.00E+15,3,5013,84371,48708,12.4,84.33,3.86,3,371272.62,141947.74,380542.17,147092.01,4.51,4.52,1,446,146,11.05
949,9.00E+15,1,70141,73041,26866,2.8,30.3,0.71,2,376204.81,147387.08,377492.57,149310.26,2.49,2.49,0,824,725,11.05
950,9.00E+15,1,73049,53141,62339,10.7,34.98,2.44,4,377522.41,149316.17,371102.17,149874.67,5.77,5.78,1,858,759,11.05
951,9.00E+15,1,53329,53231,71480,1.7,12.53,4.71,2,371002.58,150516.82,371826.81,149323.59,6.62,6.62,0,866,766,11.05
952,9.00E+15,1,53009,53371,79822,2,14.53,5.71,2,372088.29,149317.94,371381.68,150345.68,7.39,7.39,0,873,774,11.05
953,2.00E+15,3,52059,52451,24807,6,34.67,1.01,3,372715.97,148483.61,372872.64,146524.63,2.30,2.30,0,422,123,11.05
954,2.00E+15,3,50991,52051,63701,7.4,64.68,2.86,3,372725.35,146266.93,372638.39,148512.1,5.90,5.90,1,459,160,11.05
955,8.99E+15,1,72039,95131,22864,14.2,86.2,1.41,3,378701.08,147630.68,388737.85,153154.21,2.12,2.13,1,822,722,11.05
956,8.99E+15,1,95139,75009,53039,9.3,52.13,3.25,2,388632.79,153143.58,382488.05,149744.73,4.91,4.92,1,850,750,11.05
957,8.99E+15,1,75009,72069,60940,6.5,43.57,4.09,2,382488.05,149744.73,378724.76,147202.61,5.64,5.65,0,856,756,11.05
958,8.99E+15,1,72061,75341,68539,3.7,28.83,4.81,2,378717.61,147228.7,381390.72,147950.84,6.35,6.35,0,863,763,11.05
959,8.99E+15,1,75349,72069,71527,3.6,23.87,5.81,2,381401.45,147928.31,378724.76,147202.61,6.62,6.63,0,866,766,11.05
963,9.00E+15,1,60221,28519,32397,25.2,73.05,1.77,4,374349.18,146187.19,358044.7,149336.37,3.00,3.01,3,832,733,11.05
966,2.00E+15,1,84621,75239,42018,2.9,8.57,0.71,3,380403.29,147944.05,381269.36,148882.89,3.89,3.89,0,838,739,11.05
967,2.00E+15,1,75231,84629,68624,2.7,12.22,2.71,3,381263.4,148907.8,380420.19,147927.55,6.35,6.36,0,863,764,11.05
968,8.89E+15,1,75351,77369,65971,5.2,32.83,0.91,3,381034.3,151814.14,383384,151268.63,6.11,6.11,0,861,761,11.05
969,9.00E+15,1,54081,71081,28404,7.9,36.15,1.75,3,371823.81,150748.59,377688.35,147444.82,2.63,2.63,1,827,727,11.05
970,9.00E+15,1,71089,54009,70698,9.7,67.1,3.25,2,377721.91,147375.16,371954.55,151416.39,6.55,6.55,1,866,767,11.05
973,8.89E+15,1,72069,STN Commonwealth,25869,17.1,44.62,1.53,3,378724.76,147202.61,366297,144004.03,2.40,2.40,2,825,726,11.05
974,8.89E+15,1,63311,72061,67252,7.1,47.67,3.09,3,375249.31,151426.68,378717.61,147228.7,6.23,6.23,0,862,762,11.05
982,9.00E+15,1,77209,STN Bugis,51601,18.2,40.1,1.57,3,382407.37,152468.05,372752.11,143794.74,4.78,4.78,2,849,750,11.05
983,9.00E+15,1,STN Bugis,77249,73030,19.6,76.65,3.64,3,372752.11,143794.74,382060.1,152102.33,6.76,6.77,2,869,770,11.05
988,9.00E+15,1,21601,15059,31368,15.4,46.78,1.49,4,357716.81,147841.2,366792.54,141165.22,2.90,2.91,2,831,731,11.05
989,9.00E+15,1,15051,21609,67885,15.1,60.55,4.45,4,366769.88,141200.81,357707.01,147899.11,6.29,6.29,2,864,765,11.05
990,9.00E+15,1,58129,75009,30372,24.2,51.55,1.75,3,368713.76,160611.02,382488.05,149744.73,2.81,2.82,3,831,731,11.05
991,2.00E+15,2,84071,84569,69842,3.9,26.55,0.41,3,382341.01,146000.08,379856.64,146814.43,6.47,6.47,0,664,465,11.05
992,2.00E+15,2,93031,STN Tampines,66876,8.6,32.4,0.58,3,380892.07,144797.36,382656.24,149583.11,6.19,6.20,1,662,463,11.05
999,8.99E+15,1,11419,STN Tanjong Pagar,34297,7.5,21.4,1.15,3,366054.76,144940.64,371579.46,141114.03,3.18,3.18,1,832,733,11.05
1000,8.99E+15,1,3223,9212,67929,6.1,103.93,3.01,2,371647.71,141032.56,370131.97,144491.07,6.29,6.30,0,862,763,11.05
1021,9.00E+15,1,STN Tiong Bahru,21499,32879,22.4,77.16,4.35,3,369493.29,142180.82,356592.47,146664.69,3.04,3.05,3,833,734,11.05
1022,9.00E+15,1,STN Lakeside,STN Tiong Bahru,72214,14.4,93,8.45,2,357675.78,148616.17,369493.29,142180.82,6.69,6.70,1,867,768,11.05
1025,8.89E+15,1,47619,2099,32834,31.3,105.95,3.53,3,367292.04,159678.5,373453.48,142723.9,3.04,3.05,4,834,734,11.05
1026,8.89E+15,1,15051,STN City Hall,42228,11.3,72.37,6.33,2,366769.88,141200.81,372304.44,142970.99,3.91,3.92,1,840,740,11.05
1027,8.89E+15,1,STN City Hall,47611,52500,25.2,176.73,9.77,2,372304.44,142970.99,367200.13,159622.1,4.86,4.88,3,851,752,11.05
1028,8.89E+15,1,47619,46649,65549,2.9,42.4,11.71,2,367292.04,159678.5,365435.57,158665.44,6.07,6.07,0,860,761,11.05
1029,8.89E+15,1,46641,47611,66921,3,46.13,13.71,2,365397.05,158686.96,367200.13,159622.1,6.20,6.20,0,861,762,11.05
1038,9.00E+15,1,62019,STN Tanjong Pagar,25657,19.5,137.2,3.46,3,375783.91,148441.87,371579.46,141114.03,2.38,2.39,2,825,726,11.05
1039,9.00E+15,1,STN Tanjong Pagar,84029,51469,12.5,88.77,6.37,2,371579.46,141114.03,380416.36,146254.07,4.77,4.77,1,848,749,11.05
1040,9.00E+15,1,84029,62031,70335,7.6,113.13,9.15,2,380416.36,146254.07,375587.15,148728.35,6.51,6.52,1,866,766,11.05
1041,9.00E+15,1,84009,82109,1122,7.3,54.78,2.11,3,380887.5,146468.87,376864.69,145402.85,0.10,0.11,0,801,701,11.05
1042,9.00E+15,1,STN Paya Lebar,STN Newton,44201,9.8,92.13,6.25,2,376841.28,145716.07,370714.99,145098.94,4.09,4.10,1,841,742,11.05
1043,9.00E+15,1,41101,7539,52914,5.8,102.07,8.01,2,367570.73,145867.81,372296.4,144215.42,4.90,4.91,0,848,749,11.05
1044,9.00E+15,1,1112,81139,57796,5.6,94.33,10.01,2,372642.93,143720.57,376750.05,145317.52,5.35,5.36,0,853,754,11.05
1045,9.00E+15,1,82119,93041,79050,6.3,88.93,12.09,2,376957.17,145501.47,381338.09,144953.28,7.32,7.33,0,873,773,11.05
1046,9.00E+15,1,93041,84031,86365,2.3,20.07,13.71,2,381338.09,144953.28,380954.32,146395.32,8.00,8.00,0,879,780,11.05
1050,9.00E+15,1,75009,STN Clementi,619,30.3,78.38,2.87,3,382488.05,149744.73,362627.84,145414.63,0.06,0.06,4,804,705,11.05
1051,9.00E+15,1,12209,12091,39758,3,11.4,11.98,3,362522.27,146653.74,363920.91,146887.51,3.68,3.68,0,836,737,11.05
1052,9.00E+15,1,12099,STN Dhoby Ghaut,56077,16.3,112.97,11.53,2,363903.81,146822.11,371602.6,143563.1,5.19,5.20,2,853,754,11.05
1053,9.00E+15,1,STN Dhoby Ghaut,STN Tampines,84348,16.7,140.67,14.53,2,371602.6,143563.1,382656.24,149583.11,7.81,7.82,2,880,780,11.05
1054,2.00E+15,1,28571,14129,38849,17.8,119.2,1.57,2,358214.85,149499.11,368672.26,139989.2,3.60,3.61,2,837,738,11.05
1055,2.00E+15,1,STN Harbour Front,28571,63578,52.5,190.33,15.59,4,368781.52,139885.86,358214.85,149499.11,5.89,5.90,7,865,766,11.05
1056,2.00E+15,2,27439,STN Redhill,27266,18,65.23,1.94,3,355057.56,149206.36,368357.62,142584.98,2.52,2.53,2,627,427,11.05
1057,2.00E+15,2,STN Redhill,27331,66830,17.2,317.6,5.58,2,368357.62,142584.98,355304.18,148742.98,6.19,6.22,2,663,464,11.05
1073,9.00E+15,1,STN Tanjong Pagar,82079,46063,19.7,211.08,3.88,3,371579.46,141114.03,377089.36,144602.94,4.27,4.28,2,844,745,11.05
1076,9.00E+15,1,STN Bukit Batok,43189,20274,30.8,141.07,3.94,3,360869.84,149118.51,361687.83,148913.05,1.88,1.89,4,822,723,11.05
1077,9.00E+15,1,10139,52181,28909,12.5,49.14,3.04,3,367398.29,142202.54,371676.87,147374.2,2.68,2.68,1,827,728,11.05
1078,9.00E+15,1,STN Toa Payoh,54389,62584,5.5,62.37,6.01,2,371815.75,147333.86,372788.89,151061.36,5.79,5.80,0,857,758,11.05
1082,9.00E+15,1,STN Clementi,12101,29781,38.8,236.77,4.27,3,362627.84,145414.63,364015.92,147314.15,2.76,2.78,5,832,733,11.05
1083,9.00E+15,1,12109,12079,54937,1.1,20.6,5.71,2,364039.02,147159.12,363448.05,146360.15,5.09,5.09,0,850,751,11.05
1084,9.00E+15,1,12071,42141,64942,1.7,25.67,7.71,2,363401.64,146378.35,364068.72,147708.96,6.01,6.02,0,860,760,11.05
1085,9.00E+15,1,42149,12079,68085,1.7,17.87,9.71,2,364113.01,147707.59,363448.05,146360.15,6.30,6.31,0,863,763,11.05
1086,2.00E+15,2,STN Pasir Ris,97059,22067,38.1,188.22,3.16,3,383134.16,151730.43,385518.11,150435.06,2.04,2.06,5,625,426,11.05
1087,9.00E+15,1,64101,66101,33542,11,83.8,2.92,3,375014.53,151713.28,374651.3,151556.21,3.11,3.11,1,832,732,11.05
1090,8.99E+15,1,52071,44389,27112,18.7,61.22,4.36,3,371397.37,147030.46,363675.48,151636.08,2.51,2.52,2,827,727,11.05
1093,8.89E+15,1,14201,14209,38470,4,34.85,2.42,3,367513.96,141699.02,367558.84,141706.9,3.56,3.57,0,835,736,11.05
1094,8.99E+15,1,46449,46831,25723,41.8,170.77,5.37,3,365403.96,159480.07,366015.76,159602,2.38,2.40,5,828,729,11.05
1095,8.99E+15,1,17029,17029,69691,27.7,216.03,3.82,3,362833.69,143370.39,362833.69,143370.39,6.45,6.47,3,867,768,11.05
1096,9.00E+15,1,40011,40019,30612,20.5,174.25,4.54,3,371966.78,144378.76,371965.49,144455.5,2.83,2.85,2,830,731,11.05
1097,9.00E+15,1,81011,STN Novena,24115,39.3,313.6,4.22,3,375762.25,145409.86,371373.98,145935.66,2.23,2.26,5,827,728,11.05
1098,9.00E+15,1,50038,80091,74121,4.6,82.73,5.91,2,371328.79,145888.57,375503.19,145364.92,6.86,6.87,0,868,769,11.05
1099,9.00E+15,1,77271,77279,26443,18,179.85,3.46,3,381510.57,152619.82,381490.19,152650.94,2.45,2.47,2,826,727,11.05
1100,9.00E+15,1,77239,77009,71906,2.3,27.47,5.71,2,381851.07,152265.36,383140.64,151880.8,6.66,6.66,0,866,767,11.05
1101,9.00E+15,1,77009,77221,77257,1.9,26.67,7.71,2,383140.64,151880.8,381865.45,152516.12,7.15,7.16,0,871,772,11.05
1102,9.00E+15,1,63071,63349,31210,10.7,146.83,2.92,3,376872.28,150311.32,376420.23,151124.95,2.89,2.90,1,829,730,11.05
1108,8.99E+15,1,STN Eunos,STN Jurong East,33398,23.9,236.91,7.37,3,377967.94,145896.32,360037.84,147517.21,3.09,3.11,3,833,734,11.05
1109,8.99E+15,1,STN Jurong East,71111,62079,49.2,586.13,17.33,2,360037.84,147517.21,377692.48,146667.31,5.75,5.80,6,863,764,11.05
1110,2.00E+15,1,STN Serangoon,63299,29109,25.6,291.3,9.99,3,374668.85,149158.2,376329.66,149532.28,2.70,2.72,3,829,730,11.05
1111,9.00E+15,1,65249,64051,22970,27.7,186.2,7.99,3,378548.51,154744.3,377386.35,151719.61,2.13,2.14,3,824,724,11.05
1114,8.89E+15,1,52019,52289,22924,28.4,379.65,7.49,3,371357.1,148586.79,372501.65,147563.02,2.12,2.16,3,824,725,11.05
1115,8.89E+15,1,52291,52179,79430,0.7,32.4,9.71,2,372307.96,147821.13,371802.62,148224.35,7.35,7.36,0,873,774,11.05
1131,9.00E+15,1,10361,10369,23088,36.5,313.34,7.87,3,369121.51,141552.9,369147.01,141547.36,2.14,2.17,4,825,726,11.05
1133,2.00E+15,3,14381,14381,26251,38.2,318.4,8.88,3,369334.03,140854.55,369334.03,140854.55,2.43,2.46,5,429,130,11.05
1134,2.00E+15,1,84449,84529,25286,53.5,458.62,10.65,3,381139.06,147395.4,381436.97,147263.09,2.34,2.38,7,830,731,11.05
1135,2.00E+15,1,63291,63299,45373,23.3,280.97,9.52,3,376268.27,149499.32,376329.66,149532.28,4.20,4.23,3,845,745,11.05
1136,8.99E+15,1,84401,17141,28726,26.6,240.97,9.49,3,380624.95,147381.07,362433.54,144938.56,2.66,2.68,3,829,730,11.05
1139,2.00E+15,3,63299,63291,50210,25.7,371.77,8.25,3,376329.66,149532.28,376268.27,149499.32,4.65,4.68,3,449,150,11.05
1140,8.99E+15,1,44259,28401,33091,25,297.8,9.51,3,362382.32,152607.92,357413.17,149324.85,3.06,3.09,3,833,734,11.05
1141,9.00E+15,1,28659,28621,31091,6,104.99,6.13,3,360680.83,147519.83,360224.34,148317.95,2.88,2.89,0,828,729,11.05
1142,9.00E+15,1,28641,28049,57768,1.2,25.46,9.71,2,360515.23,148046.09,360737.99,147098.5,5.35,5.35,0,853,754,11.05
1143,9.00E+15,1,STN Sembawang,STN Orchard,26560,54.9,839.74,20.53,3,368744.83,160195.32,370110.15,144193.88,2.46,2.54,7,831,732,11.05
1144,9.00E+15,1,50189,50189,27452,41.7,551.92,18.04,3,371891.39,146599.78,371891.39,146599.78,2.54,2.59,5,830,731,11.05
1145,8.99E+15,1,STN Potong Pasir,75239,34035,38.6,697.37,15.07,3,374204.47,147183.88,381269.36,148882.89,3.15,3.22,5,836,737,11.05
1146,8.99E+15,1,75231,84009,52607,3.6,194.4,14.81,2,381263.4,148907.8,380887.5,146468.87,4.87,4.89,0,848,749,11.05
1147,8.99E+15,1,41111,41111,48450,36.1,566.12,19.82,3,367809.58,146047.94,367809.58,146047.94,4.49,4.54,4,848,749,11.05
1150,9.00E+15,1,46349,46291,25912,37.4,241.93,19.37,3,364955.8,158298.22,364557.8,158803.06,2.40,2.42,5,828,729,11.05
1154,9.00E+15,1,52301,52291,26025,78.9,1166.4,56.42,3,372574.78,147494.69,372307.96,147821.13,2.41,2.52,10,834,735,11.05
1155,9.00E+15,1,7529,7031,41485,44.1,1026.99,50.99,3,372597,144209.02,372192.33,144350.83,3.84,3.94,5,843,744,11.05
1156,9.00E+15,1,46009,7211,430,56.3,873.58,26.3,3,364917.56,158848.76,372765.77,145170.5,0.04,0.12,7,807,708,11.05
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
